id;title;description;publication_date;price
4351;Unspoken;Nick Hern Books;2020-07-15;384
4352;The Last Anniversary;Farrar  Straus and Giroux;2020-07-16;393
4353;Visions of Heat;Del Rey;2020-07-16;432
4354;The Name of the Star;Oxford University Press  USA;2020-07-16;416
4355;I'd Know You Anywhere;Indiana University Press;2020-07-15;97
4356;Firestarter;Signet;2020-07-15;378
4357;An Echo in the Bone;William Morrow Paperbacks;2020-07-16;400
4358;Twisted Palace;Vintage;2020-07-15;359
4359;Miller's Valley;Abstract Studio;2020-07-16;263
4360;Darkness;NYRB Classics;2020-07-16;256
4361;The Magicians' Guild;Bloomsbury U.S.A. Children's Books;2020-07-15;496
4362;Restless;Berkley;2020-07-16;532
4363;The Informers;W. W. Norton & Company;2020-07-16;224
4364;One Door Away from Heaven;Simon Pulse;2020-07-16;395
4365;Death du Jour;Vintage;2020-07-15;197
4366;First Test;Penguin Classics;2020-07-15;36
4367;The Boston Girl;Vintage;2020-07-16;383
4368;Nefertiti;Gallimard;2020-07-15;161
4369;Along Came a Spider;University Press of America;2020-07-16;168
4370;Last Sacrifice ;Knopf;2020-07-16;320
4371;Hidden;Vintage;2020-07-15;384
4372;Tortured for Christ;Gallimard;2020-07-16;895
4373;Keeping the Moon;Totem Books;2020-07-16;798
4374;Sophie's Choice;Marlowe & Company;2020-07-16;355
4375;A Head Full of Ghosts;Lulu.com;2020-07-15;160
4376;The Body Finder;Penguin;2020-07-15;191
4377;Jacob;Gallimard;2020-07-16;208
4378;Swallows and Amazons;Marvel;2020-07-15;176
4379;Finders Keepers;University of Calgary Press;2020-07-16;32
4380;Every Last Word;Lonely Planet;2020-07-16;67
4381;Crossroads of Twilight;Grasset;2020-07-15;240
4382;The Elfstones Of Shannara;Samuel French  Inc.;2020-07-16;56
4383;The Jordan Rules;Westholme Publishing;2020-07-16;209
4384;We'll Always Have Summer;Bantam;2020-07-16;640
4385;WAR;Bright Sky Press;2020-07-15;146
4386;A House for Mr. Biswas;Ballantine Books;2020-07-15;224
4387;Necessary Lies;Punto de Lectura;2020-07-16;208
4388;The Pigeon Wants a Puppy!;Topaz;2020-07-15;96
4389;The Eight;Bloomsbury Childrens Books;2020-07-16;32
4390;The Fourth Protocol;St. Martin's Griffin;2020-07-16;229
4391;The Complete Stories;Bloomsbury U.S.A. Children's Books;2020-07-15;97
4392;A Week in Winter;Newmarket Press;2020-07-16;311
4393;Ecstasy Unveiled;Bloomsbury U.S.A. Children's Books;2020-07-16;353
4394;Message in a Bottle;Newmarket Press;2020-07-16;329
4395;Black Beauty;Picador USA;2020-07-15;343
4396;Protect and Defend;Harper Perennial;2020-07-15;273
4397;Providence;Back Bay Books;2020-07-16;301
4398;Master of the Game;MacMillan;2020-07-15;228
4399;City of Bones;Recorded Books;2020-07-16;392
4400;Finding Cassie Crazy;Ballantine Books;2020-07-16;512
4401;Revival;Bantam Press;2020-07-15;529
4402;Moving Pictures;Simon  Schuster;2020-07-16;368
4403;The Crimson Campaign;Chronicle Books;2020-07-16;311
4404;Celebrity in Death;National Geographic Society;2020-07-16;336
4405;Twice Bitten ;Vintage;2020-07-15;480
4406;"Absalom; Absalom!";Henry Holt and Co. (BYR);2020-07-15;426
4407;Kindred in Death ;Penguin Classics;2020-07-16;288
4408;"Ogre; Ogre (Xanth; #5)";Pi Press;2020-07-15;480
4409;Under the Dome;Regan Books;2020-07-16;368
4410;Empress Orchid;Berkley;2020-07-16;321
4411;Bad Feminist ;Plaza & Janés Mexico;2020-07-15;234
4412;Inca Gold;Ulysses Press;2020-07-16;219
4413;A Fine Balance;Salamandra;2020-07-16;1016
4414;Jude the Obscure;Emece Editores;2020-07-16;336
4415;Herr der Diebe;Wizarding World Press;2020-07-15;208
4416;The Mephisto Club;Bloomsbury;2020-07-15;288
4417;Red Mist;Arthur A. Levine Books / Scholastic Inc.;2020-07-16;263
4418;The Other Wind;Bloomsbury USA Children's Books;2020-07-15;245
4419;"Hush; Hush";Destino Ediciones;2020-07-16;149
4420;Lock In;Riverhead Books;2020-07-16;128
4421;We the Animals;Riverhead Books;2020-07-15;279
4422;Heartbreaker;Turtleback;2020-07-16;304
4423;Death of a Salesman;Pantheon Books;2020-07-16;192
4424;Hey Nostradamus!;Pantheon Books;2020-07-16;209
4425;Everlasting;Anchor;2020-07-15;252
4426;How the Light Gets In;Anchor;2020-07-15;228
4427;The Long Way Home;Knopf;2020-07-16;272
4428;Collected Poems;Minotaur Books;2020-07-15;32
4429;White Noise;Grand Central Publishing;2020-07-16;9
4430;Atonement;Grand Central Publishing;2020-07-16;382
4431;Shelter;Hay House;2020-07-15;240
4432;Tenth Grade Bleeds;Bantam;2020-07-16;222
4433;Depraved Heart;Pocket;2020-07-16;0
4434;Kiss of a Demon King ;Heyne;2020-07-16;248
4435;Think Twice;Roca Editorial;2020-07-15;447
4436;Eternal Kiss of Darkness;Warner Books;2020-07-15;474
4437;One Breath Away;HarperCollins Publishers;2020-07-16;294
4438;Elixir;Plume;2020-07-15;368
4439;Chains;Mariner Books;2020-07-16;312
4440;Heat;Harper Perennial;2020-07-16;368
4441;Bare Bones;PerfectBound;2020-07-15;253
4442;Heartburn;Ecco;2020-07-16;240
4443;Fear Nothing ;Ecco;2020-07-16;125
4444;Kristy's Great Idea;Plume;2020-07-16;320
4445;The Fourth Hand;Le Livre de Poche;2020-07-15;247
4446;Evening Class;Houghton Mifflin Harcourt;2020-07-15;368
4447;Midnight Rising;Modern Library;2020-07-16;352
4448;Barely Breathing;Penguin Classics;2020-07-15;512
4449;Blood Cross;Oxford University Press;2020-07-16;352
4450;Eragon;W. W. Norton & Company;2020-07-16;192
4451;Five Little Pigs;Pocket Books;2020-07-15;162
4452;UnWholly;Broadway Books;2020-07-16;3
4453;Altar of Eden;Booksales;2020-07-16;102
4454;Fifty Shades Darker;Authorhouse;2020-07-16;99
4455;Love Letters to the Dead;St. Martin's Griffin;2020-07-15;224
4456;The Lords of the North;Penguin Books;2020-07-15;203
4457;Dime Store Magic;Ballantine Books;2020-07-16;256
4458;Claimed By Shadow;Random House Trade;2020-07-15;227
4459;Unraveling;Vintage;2020-07-16;10
4460;Fifty Shades of Grey;Piatkus;2020-07-16;198
4461;American Gods;Random House UK Distribution;2020-07-15;1090
4462;Tilt;Simon  Schuster;2020-07-16;81
4463;Snow Flower and the Secret Fan;Library of America;2020-07-16;238
4464;Bones to Ashes;Watkins Publishing;2020-07-16;227
4465;Hard Bitten;Dark Horse Comics;2020-07-15;233
4466;Speaker for the Dead;Diana TB;2020-07-15;238
4467;Marvels;Debolsillo;2020-07-16;240
4468;Spin;University of Chicago Press;2020-07-15;213
4469;On the Island;Harry N. Abrams;2020-07-16;235
4470;The Distant Hours;University of Chicago Press;2020-07-16;368
4471;Jinx;University of Chicago Press;2020-07-15;397
4472;Commencement;University of Chicago Press;2020-07-16;222
4473;When the Wind Blows;Vintage;2020-07-16;718
4474;Perfect Shadow;Penguin Books;2020-07-16;240
4475;Death in the Clouds;Grove Press;2020-07-15;216
4476;Fear Nothing;Ballantine Books;2020-07-15;170
4477;Some Luck;Grove Press;2020-07-16;293
4478;Timeline;Grove Press;2020-07-15;282
4479;The Dead;Anchor;2020-07-16;558
4480;State of Fear;HarperCollins;2020-07-16;326
4481;The Interestings;Harper Perennial (HarperCollins);2020-07-15;1344
4482;Scent of Magic;Three Rivers Press (CA);2020-07-16;464
4483;The Big Sleep;Houghton Mifflin;2020-07-16;400
4484;Savannah Blues;William Morrow;2020-07-16;410
4485;The Girl You Left Behind;Atria Books;2020-07-15;1054
4486;Proof: A Play;Washington Square Press;2020-07-15;128
4487;Red Harvest;Washington Square Press;2020-07-16;1276
4488;Braveheart;Washington Square Press;2020-07-15;620
4489;Lullaby;Washington Square Press;2020-07-16;1462
4490;The English Patient;HarperCollins Publishers;2020-07-16;1072
4491;Hafalan Shalat Delisa;Washington Square Press;2020-07-15;560
4492;Beautiful Bastard;HarperCollins Publishers;2020-07-16;590
4493;We Need New Names;Washington Square Press;2020-07-16;240
4494;The Racketeer;Tropismos;2020-07-16;128
4495;The Complete Robot;Beacon Press;2020-07-15;129
4496;Froi of the Exiles;Harper Perennial;2020-07-15;671
4497;Lilac Girls;Umbriel;2020-07-16;690
4498;The one I left behind;Anchor;2020-07-15;272
4499;Divine Madness;Oxford University Press;2020-07-16;412
4500;On the Edge;Laurel;2020-07-16;246
4501;Walk Two Moons;Anchor Books;2020-07-15;256
4502;Mini Shopaholic;Corgi;2020-07-16;546
4503;The Fiery Cross;University of California Press;2020-07-16;448
4504;Food: A Love Story;American Girl Publishing Inc;2020-07-16;848
4505;Ransom;American Girl Publishing Inc;2020-07-15;800
4506;The Third Secret;Clarion Books;2020-07-15;291
4507;The List;Back Bay Books;2020-07-16;243
4508;The Black Lyon;Touchstone;2020-07-15;302
4509;Dear Life;Harper;2020-07-16;100
4510;Hammer of the Gods;Harper;2020-07-16;219
4511;Power of Art;Anchor Books;2020-07-15;252
4512;The World According to Garp;Anchor;2020-07-16;546
4513;Fixed on You;Black Classic Press;2020-07-16;616
4514;Subterranean;Free Press;2020-07-16;592
4515;Bite Club;Tyndale House Publishers;2020-07-15;448
4516;Solar;W. W. Norton  Company;2020-07-15;251
4517;Opal;Harper Perennial;2020-07-16;603
4518;The Shunning;Open Court;2020-07-15;40
4519;The Doomsday Conspiracy;Westminster John Knox Press;2020-07-16;225
4520;Through the Ever Night;Bloomsbury;2020-07-16;585
4521;Netherland;Akashic Books/Punk Planet Books;2020-07-15;496
4522;Debt of Honor;Main Street Books;2020-07-16;307
4523;The Guns of Navarone;Main Street Books;2020-07-16;191
4524;The Rembrandt Affair;W. W. Norton  Company;2020-07-16;221
4525;Consider Phlebas;Monolith Graphics;2020-07-15;480
4526;In Bed with a Highlander;Hodder & Stoughton;2020-07-15;390
4527;The Lemonade War;Viking;2020-07-16;111
4528;The Quantum Thief;ADV Manga;2020-07-15;386
4529;Gone ;Duke University Press Books;2020-07-16;288
4530;On Mystic Lake;Tor Books;2020-07-16;251
4531;Stay Out of the Basement;Oni Press;2020-07-15;323
4532;Kushiel's Mercy;McGraw-Hill Education;2020-07-16;240
4533;Emma;Tyndale House Publishers;2020-07-16;80
4534;Hothouse Flower;Pocket Star Books;2020-07-16;169
4535;Small Steps;Tor Books;2020-07-15;465
4536;Wonder;Citadel;2020-07-15;398
4537;Women in Love;Gollancz;2020-07-16;244
4538;Fevre Dream;Vintage;2020-07-15;367
4539;Arsenic and Old Lace;La factoría de ideas;2020-07-16;150
4540;Bruiser;Del Rey Books (NY);2020-07-16;192
4541;Taltos;Vintage;2020-07-15;211
4542;Summer People;Bold Strokes Books;2020-07-16;56
4543;Mudbound;Verso;2020-07-16;388
4544;So You Want to Be a Wizard;Bloomsbury Academic;2020-07-16;238
4545;The Dante Club;Icon Books;2020-07-15;358
4546;Bright Shiny Morning;Citadel;2020-07-15;128
4547;Magic Breaks;Penguin Books;2020-07-16;452
4548;Rose Madder;Bantam;2020-07-15;304
4549;Heart of Darkness;Hackett Publishing Company;2020-07-16;144
4550;Storm Island;Free Press;2020-07-16;192
4551;A Great Deliverance;Broadway Books;2020-07-15;285
4552;Hunted;Penguin Books;2020-07-16;636
4553;The Maltese Falcon;Turtleback Books;2020-07-16;248
4554;China Rich Girlfriend;Impact;2020-07-16;907
4555;Fireproof;Vintage;2020-07-15;258
4556;The Great Santini;G.P. Putnam's Sons;2020-07-15;359
4557;Dark Side of the Moon;Berkley;2020-07-16;289
4558;Saint Anything;Avon Books;2020-07-15;289
4559;Big Stone Gap;Harlequin Special Releases;2020-07-16;943
4560;The Fire Within;Naiad Press;2020-07-16;288
4561;The Whistling Season;Avon;2020-07-15;250
4562;After Ever Happy;VIZ Media LLC;2020-07-16;160
4563;Written on the Body;Heyne;2020-07-16;563
4564;Birds of a Feather;DeBolsillo;2020-07-16;246
4565;The Choice;Pocket;2020-07-15;793
4566;The Crown of Embers;Plaza y Janes;2020-07-15;290
4567;The Burning Room;Penguin UK;2020-07-16;289
4568;Good as Gone;DeBolsillo;2020-07-15;634
4569;Shades of Grey;List Taschenbuch;2020-07-16;728
4570;The Visitation;Pocket;2020-07-16;448
4571;The Pearl of the World;Pocket;2020-07-15;356
4572;The Black Widow;DeBolsillo;2020-07-16;491
4573;The Dragon's Path;Heyne;2020-07-16;358
4574;Make Me;Arrow Books;2020-07-16;367
4575;Stand on Zanzibar;Red Dress Ink;2020-07-15;112
4576;Ways of Seeing;小学館;2020-07-15;304
4577;The Wicked Girls;小学館;2020-07-16;468
4578;Seven Ancient Wonders;小学館;2020-07-15;228
4579;House of Suns;小学館;2020-07-16;257
4580;Silent Prey;小学館;2020-07-16;225
4581;The Pelican Brief;小学館;2020-07-15;223
4582;Relentless;小学館;2020-07-16;320
4583;The Pillars of the Earth;小学館;2020-07-16;254
4584;Cibola Burn;小学館;2020-07-16;176
4585;The Widow;小学館;2020-07-15;380
4586;Abandon;小学館;2020-07-15;64
4587;Next;小学館;2020-07-16;108
4588;The Devil Colony;小学館;2020-07-15;208
4589;Passion;Viz Media;2020-07-16;69
4590;The Courts of Chaos;Viz Media;2020-07-16;155
4591;Scat;Glénat;2020-07-15;366
4592;The Killing Game;Viz Media;2020-07-16;199
4593;The Body Snatchers;Viz Media;2020-07-16;432
4594;Mastery;小学館 [Shōgakukan];2020-07-16;232
4595;The Icarus Agenda;VIZ Media LLC;2020-07-15;438
4596;Gorky Park;ADV Manga;2020-07-15;397
4597;Libra ;Del Rey;2020-07-16;306
4598;A Kingdom of Dreams ;Fontana;2020-07-15;126
4599;Fade Away;Spectra;2020-07-16;384
4600;Lasher;Bantam;2020-07-16;329
4601;Mad About Madeline;Del Rey;2020-07-15;490
4602;Purity;Spectra;2020-07-16;368
4603;Lioness Rampant;VIZ Media LLC;2020-07-16;256
4604;Midnight;University of Alaska Press;2020-07-16;144
4605;By the Light of the Moon;Harlequin Temptation;2020-07-15;0
4606;The Crossover;Little Brown and Company;2020-07-15;448
4607;The Snow Child;Little  Brown Books for Young Readers;2020-07-16;416
4608;Jesus Land : A Memoir;Little  Brown Books for Young Readers;2020-07-15;356
4609;Coma;Penguin;2020-07-16;457
4610;Appointment in Samarra;Ballantine Books;2020-07-16;12
4611;Lab Girl;Schocken;2020-07-15;40
4612;The Bourne Supremacy;Schocken;2020-07-16;343
4613;Lick;Knopf;2020-07-16;368
4614;Term Limits;Univ Of Minnesota Press;2020-07-16;122
4615;Song of Solomon;W. W. Norton  Company;2020-07-15;28
4616;No Talking;Gramercy Books;2020-07-15;182
4617;Grandfather's Journey;Bantam;2020-07-16;752
4618;Bring Up the Bodies;Jove;2020-07-15;256
4619;Old School;CMX;2020-07-16;186
4620;The Last Precinct;Tor Fantasy;2020-07-16;431
4621;The Guardian;DAW;2020-07-15;688
4622;Inescapable;Tor Books;2020-07-16;416
4623;The Hollow;DAW;2020-07-16;720
4624;She's Come Undone;DAW;2020-07-16;400
4625;Life & Times of Michael K.;DAW;2020-07-15;399
4626;After;Knopf Publishing Group;2020-07-15;327
4627;The Dolphins of Pern;Knopf Publishing Group;2020-07-16;442
4628;Divergent;Clarkson Potter;2020-07-15;304
4629;Dance of the Gods;Theatre Communications Group;2020-07-16;0
4630;The Realm of Possibility;Farrar  Straus and Giroux;2020-07-16;480
4631;You Will Know Me;Harper Perennial;2020-07-15;266
4632;The Couple Next Door;Picador;2020-07-16;204
4633;Opposition;Harper Perennial;2020-07-16;182
4634;Small Island;Blackwell Publishers;2020-07-16;384
4635;The Tiger Rising;Vintage;2020-07-15;736
4636;Blood Work;Blackwell Publishers;2020-07-15;76
4637;The Subtle Knife;Harper Perennial;2020-07-16;432
4638;Jamberry;Anchor;2020-07-15;551
4639;Digital Fortress;Vintage;2020-07-16;240
4640;Ivanhoe;Free Press;2020-07-16;479
4641;Chain Reaction;Vintage;2020-07-15;82
4642;Storm Prey;Vintage;2020-07-16;336
4643;False Memory;Heinle;2020-07-16;78
4644;The Plum Tree;Vintage;2020-07-16;80
4645;Labor Day;Vintage;2020-07-15;232
4646;Rising storm;Vintage;2020-07-15;224
4647;Forever;Faber and Faber;2020-07-16;88
4648;The Christmas Shoes;Faber and Faber;2020-07-15;118
4649;Shiloh;Fontana Press;2020-07-16;306
4650;Dark Fire;Hill and Wang;2020-07-16;422
4651;Looking for Alaska;University of California Press;2020-07-15;0
4652;An Itchy Day;University of California Press;2020-07-16;64
4653;Grave Peril;Jonathan Cape;2020-07-16;160
4654;Lead;Vintage;2020-07-16;3
4655;Sugar Daddy;Houghton Mifflin;2020-07-15;704
4656;Gift from the Sea;Le Livre de Poche;2020-07-15;230
4657;Notes from a Small Island;Edicións Xerais de Galicia  S.A.;2020-07-16;481
4658;Artemis Fowl;Tarcher;2020-07-15;208
4659;Passion Unleashed;Copper Canyon Press;2020-07-16;784
4660;A Corner of the Universe;Charlesbridge;2020-07-16;72
4661;Shadow and Bone;Sierra Club Books;2020-07-15;288
4662;Claim Me;Picador;2020-07-16;21
4663;The White Queen;Riverhead Books;2020-07-16;58
4664;The Wedding;Mariner Books;2020-07-16;64
4665;Cause of Death;Mariner Books;2020-07-15;64
4666;Doomsday Book;St. Martin's Griffin;2020-07-15;61
4667;Lost Horizon;William Morrow Paperbacks;2020-07-16;64
4668;Starcrossed;HarperTempest;2020-07-15;56
4669;The Cruelest Month;William Morrow;2020-07-16;36
4670;Cleopatra: A Life;William Morrow Paperbacks;2020-07-16;72
4671;Ancillary Mercy;HarperTempest;2020-07-15;48
4672;Something Like Fate;HarperTeen;2020-07-16;64
4673;The Snow Leopard;HarperCollins;2020-07-16;61
4674;Flirt;Avon;2020-07-16;56
4675;Salem's Lot;Alfred A. Knopf;2020-07-15;272
4676;Heat;Alfred A. Knopf;2020-07-15;64
4677;Zodiac;Push;2020-07-16;75
4678;Crush;Ember;2020-07-15;62
4679;The Soldiers of Halla;Scholastic;2020-07-16;262
4680;Tell-All;Push;2020-07-16;246
4681;The Enemy;Love Spell;2020-07-15;320
4682;The Crossing;Downtown Press;2020-07-16;916
4683;The Bear and the Dragon;Love Spell;2020-07-16;275
4684;Sleeping Giants;Berkley Publishing Group;2020-07-16;227
4685;Family Matters;Love Spell;2020-07-15;224
4686;The Samurai's Garden;Berkley Trade;2020-07-15;320
4687;Het diner;Love Spell;2020-07-16;224
4688;A Fatal Grace;Jove;2020-07-15;130
4689;Midnight Alley;Small Beer Press;2020-07-16;128
4690;Ross Poldark;Oxford University Press  USA;2020-07-16;536
4691;Centennial;OUP Oxford;2020-07-15;625
4692;Follow the River;DK Publishing (Dorling Kindersley);2020-07-16;72
4693;Empire of Storms;University of Michigan Press;2020-07-16;573
4694;Three Fates;Oxford University Press  USA;2020-07-16;192
4695;The Crystal Shard;W. W. Norton & Company;2020-07-15;228
4696;Sister Carrie;Penguin Books;2020-07-15;474
4697;Girl Online;Caedmon;2020-07-16;240
4698;Morning Star;Cliffs Notes;2020-07-15;256
4699;"River; Cross My Heart";Scholastic Inc.;2020-07-16;566
4700;How to Love;Eminent Lives;2020-07-16;144
4701;Idoru;Times Books;2020-07-15;260
4702;Red Seas Under Red Skies;University of North Carolina Press;2020-07-16;321
4703;King Leopold's Ghost;History Press Ltd;2020-07-16;192
4704;Tiger's Curse;The Liffey Press;2020-07-16;325
4705;Any Human Heart;Thomas Dunne Books;2020-07-15;342
4706;O Pioneers!;Veritas Publishing;2020-07-15;336
4707;The Ship of Brides;Veritas Publishing;2020-07-16;320
4708;Joker;Veritas Publishing;2020-07-15;180
4709;The Return: Nightfall;University of Wisconsin Press;2020-07-16;304
4710;Origin;Chelsea House Publications;2020-07-16;144
4711;Red Sparrow;Perfection Learning;2020-07-15;352
4712;Lisey's Story;Little Simon;2020-07-16;320
4713;A Separate Reality;Margaret K. McElderry Books;2020-07-16;160
4714;Knowing God;Del Rey Books;2020-07-16;188
4715;Dust;Del Rey Books;2020-07-15;178
4716;Homegoing;Del Rey;2020-07-15;192
4717;Desires of the Dead;Severn House Publishers;2020-07-16;352
4718;Unhinged;HarperCollins;2020-07-15;288
4719;Kiss an Angel ;Pimsleur;2020-07-16;212
4720;Only Time Will Tell;Pantheon Books;2020-07-16;341
4721;Water for Elephants;Vintage;2020-07-15;368
4722;Noises Off;Vintage;2020-07-16;140
4723;A Clash of Kings;Picador;2020-07-16;608
4724;A Moveable Feast;Penguin;2020-07-16;430
4725;The First Commandment;Vintage;2020-07-15;416
4726;On Photography;Grove Press;2020-07-15;382
4727;Silver Borne;Riverhead Books;2020-07-16;311
4728;Supernova: Akar;Droemer Knaur;2020-07-15;352
4729;What We Keep ;Wizards of the Coast;2020-07-16;13
4730;Twenty Wishes;Devil's Due Publishing;2020-07-16;422
4731;Ramona the Pest;Ace;2020-07-15;356
4732;The Devil's Arithmetic;iBooks;2020-07-16;341
4733;Cross My Heart;Anchor;2020-07-16;400
4734;Horde;Avery Publishing Group;2020-07-16;374
4735;Flowers in the Attic;Turtleback Books;2020-07-15;352
4736;Dies the Fire ;Chelsea House Publications;2020-07-15;356
4737;Forever Amber;Penguin Classics;2020-07-16;368
4738;Carrie;Broadway Books;2020-07-15;389
4739;Saint Maybe;VIZ Media LLC;2020-07-16;72
4740;The Villa;VIZ Media LLC;2020-07-16;32
4741;The Skin I'm In;Prentice Hall;2020-07-15;40
4742;Mother of Pearl;Wiley Publishing  Inc.;2020-07-16;32
4743;The Golem and the Jinni;John Wiley & Sons;2020-07-16;32
